entry_id,date,employee_ref,crew_ref,job_ref,ops_service_line,ops_code,hours
E000795,2025-07-15,,CREW-02,J318,Maintenance,TRIM,6.13
E000796,2025-07-15,,CREW-02,J348,Install,INSTALL,6.77
E000797,2025-07-15,,CREW-02,,Enhancement,SHOP,2.29
E000798,2025-07-15,,CREW-03,J343,Maintenance,BLOW,6.17
E000799,2025-07-15,,CREW-03,J243,Install,INSTALL,6.2
E000800,2025-07-15,,CREW-03,J156,Enhancement,SEASONAL-COLOR,4.98
E000801,2025-07-15,,CREW-03,,Install,TRAINING,1.0
E000802,2025-07-15,,CREW-04,J386,Maintenance,BLOW,8.59
E000803,2025-07-15,,CREW-04,J340,Enhancement,PRUNE,4.67
E000804,2025-07-15,,CREW-04,,Enhancement,TRAINING,1.81
E000805,2025-07-16,,CREW-01,J302,Maintenance,TRIM,6.08
E000806,2025-07-16,,CREW-01,J265,Install,HARDSCAPE,5.65
E000807,2025-07-16,,CREW-01,,Maintenance,TRAINING,1.96
E000808,2025-07-16,,CREW-02,J334,Maintenance,FERT,5.59
E000809,2025-07-16,,CREW-02,,Enhancement,SHOP,1.43
E000810,2025-07-16,,CREW-03,J139,Maintenance,TRIM,7.02
E000811,2025-07-16,,CREW-03,J350,Install,INSTALL,6.54
E000812,2025-07-16,,CREW-03,J222,Enhancement,SEASONAL-COLOR,7.09
E000813,2025-07-16,,CREW-04,J102,Maintenance,FERT,6.51
E000814,2025-07-16,,CREW-04,,Install,DRIVE,2.04
E000815,2025-07-17,,CREW-01,J104,Maintenance,FERT,5.33
E000816,2025-07-17,,CREW-01,J213,Enhancement,MULCH,7.72
E000817,2025-07-17,,CREW-01,,Install,TRAINING,0.62
E000818,2025-07-17,,CREW-02,J233,Install,HARDSCAPE,4.85
E000819,2025-07-17,,CREW-02,,Install,DRIVE,2.89
E000820,2025-07-17,,CREW-03,J296,Maintenance,TRIM,6.76
E000821,2025-07-17,,CREW-03,J229,Install,INSTALL,8.82
E000822,2025-07-17,,CREW-03,,Install,TRAINING,0.64
E000823,2025-07-17,,CREW-04,J366,Maintenance,TRIM,5.73
E000824,2025-07-17,,CREW-04,,Enhancement,PTO,1.24
E000825,2025-07-18,,CREW-01,J356,Maintenance,TRIM,6.69
E000826,2025-07-18,,CREW-01,,Install,DRIVE,2.16
E000827,2025-07-18,,CREW-02,J116,Maintenance,FERT,6.25
E000828,2025-07-18,,CREW-02,J116,Install,GRADE,7.7
E000829,2025-07-18,,CREW-02,J392,Enhancement,SEASONAL-COLOR,4.47
E000830,2025-07-18,,CREW-02,,Install,SHOP,2.16
E000831,2025-07-18,,CREW-03,J154,Enhancement,PRUNE,5.1
E000832,2025-07-18,,CREW-03,,Install,SHOP,1.17
E000833,2025-07-18,,CREW-04,J255,Maintenance,TRIM,8.88
E000834,2025-07-18,,CREW-04,J265,Enhancement,PRUNE,7.32
E000835,2025-07-18,,CREW-04,,Install,SHOP,2.01
E000836,2025-07-21,,CREW-01,J326,Maintenance,FERT,8.17
E000837,2025-07-21,,CREW-01,J269,Install,INSTALL,8.13
E000838,2025-07-21,,CREW-01,J271,Enhancement,MULCH,6.12
E000839,2025-07-21,,CREW-01,,Maintenance,DRIVE,0.61
E000840,2025-07-21,,CREW-02,J276,Maintenance,BLOW,8.79
E000841,2025-07-21,,CREW-02,J260,Install,HARDSCAPE,4.78
E000842,2025-07-21,,CREW-02,,Install,DRIVE,1.1
E000843,2025-07-21,,CREW-03,J182,Maintenance,TRIM,7.64
E000844,2025-07-21,,CREW-03,J277,Install,HARDSCAPE,4.61
E000845,2025-07-21,,CREW-04,J350,Maintenance,FERT,8.82
E000846,2025-07-21,,CREW-04,J148,Enhancement,SEASONAL-COLOR,4.63
E000847,2025-07-21,,CREW-04,,Install,PTO,1.8
E000848,2025-07-22,,CREW-01,J220,Maintenance,MOW,4.13
E000849,2025-07-22,,CREW-01,J190,Install,GRADE,5.01
E000850,2025-07-22,,CREW-01,J328,Enhancement,PRUNE,6.89
E000851,2025-07-22,,CREW-01,,Install,SHOP,0.55
E000852,2025-07-22,,CREW-02,J126,Maintenance,BLOW,4.51
E000853,2025-07-22,,CREW-02,J225,Install,GRADE,7.43
E000854,2025-07-22,,CREW-02,,Maintenance,DRIVE,1.61
E000855,2025-07-22,,CREW-03,J313,Maintenance,FERT,7.78
E000856,2025-07-22,,CREW-03,J167,Install,PLANT,8.69
E000857,2025-07-22,,CREW-03,,Enhancement,TRAINING,2.28
E000858,2025-07-22,,CREW-04,J321,Maintenance,MOW,4.96
E000859,2025-07-22,,CREW-04,J179,Install,INSTALL,7.47
E000860,2025-07-22,,CREW-04,J352,Enhancement,MULCH,8.3
E000861,2025-07-22,,CREW-04,,Install,TRAINING,2.98
E000862,2025-07-23,,CREW-01,J212,Maintenance,TRIM,5.9
E000863,2025-07-23,,CREW-01,,Enhancement,SHOP,2.29
E000864,2025-07-23,,CREW-02,J103,Maintenance,MOW,7.21
E000865,2025-07-23,,CREW-02,J355,Install,PLANT,5.76
E000866,2025-07-23,,CREW-02,J200,Enhancement,PRUNE,7.01
E000867,2025-07-23,,CREW-02,,Enhancement,TRAINING,1.53
E000868,2025-07-23,,CREW-03,J369,Maintenance,FERT,7.56
E000869,2025-07-23,,CREW-03,J188,Install,INSTALL,5.25
E000870,2025-07-23,,CREW-03,,Maintenance,TRAINING,0.54
E000871,2025-07-23,,CREW-04,J348,Maintenance,FERT,7.66
E000872,2025-07-23,,CREW-04,,Install,DRIVE,2.65
E000873,2025-07-24,,CREW-01,J285,Maintenance,MOW,5.38
E000874,2025-07-24,,CREW-01,J167,Install,HARDSCAPE,7.97
E000875,2025-07-24,,CREW-01,,Install,SHOP,0.61
E000876,2025-07-24,,CREW-02,J388,Maintenance,MOW,6.63
E000877,2025-07-24,,CREW-02,J399,Install,HARDSCAPE,4.75
E000878,2025-07-24,,CREW-02,J299,Enhancement,SEASONAL-COLOR,4.77
E000879,2025-07-24,,CREW-03,J269,Install,PLANT,6.98
E000880,2025-07-24,,CREW-03,J155,Enhancement,MULCH,7.16
E000881,2025-07-24,,CREW-03,,Install,SHOP,2.29
E000882,2025-07-24,,CREW-04,J139,Install,GRADE,7.76
E000883,2025-07-25,,CREW-01,J144,Maintenance,FERT,6.34
E000884,2025-07-25,,CREW-01,J331,Install,INSTALL,7.26
E000885,2025-07-25,,CREW-01,,Enhancement,DRIVE,2.01
E000886,2025-07-25,,CREW-02,J361,Install,PLANT,4.38
E000887,2025-07-25,,CREW-02,J334,Enhancement,PRUNE,6.6
E000888,2025-07-25,,CREW-03,J367,Enhancement,MULCH,4.27
E000889,2025-07-25,,CREW-03,,Install,PTO,1.49
E000890,2025-07-25,,CREW-04,J396,Maintenance,MOW,4.06
E000891,2025-07-25,,CREW-04,,Maintenance,SHOP,2.7
E000892,2025-07-28,,CREW-01,J250,Maintenance,FERT,6.22
E000893,2025-07-28,,CREW-01,J173,Install,INSTALL,6.86
E000894,2025-07-28,,CREW-01,,Enhancement,PTO,2.0
E000895,2025-07-28,,CREW-02,J156,Maintenance,BLOW,4.98
E000896,2025-07-28,,CREW-02,J361,Install,PLANT,6.53
E000897,2025-07-28,,CREW-03,J293,Maintenance,MOW,8.47
E000898,2025-07-28,,CREW-03,J275,Install,GRADE,6.8
E000899,2025-07-28,,CREW-03,J301,Enhancement,SEASONAL-COLOR,5.53
E000900,2025-07-28,,CREW-03,,Install,TRAINING,2.46
E000901,2025-07-28,,CREW-04,J292,Maintenance,BLOW,6.89
E000902,2025-07-29,,CREW-01,J112,Maintenance,TRIM,5.53
E000903,2025-07-29,,CREW-01,J296,Install,PLANT,6.14
E000904,2025-07-29,,CREW-01,J206,Enhancement,MULCH,8.5
E000905,2025-07-29,,CREW-01,,Maintenance,PTO,2.17
E000906,2025-07-29,,CREW-02,J238,Maintenance,TRIM,6.79
E000907,2025-07-29,,CREW-02,J154,Install,PLANT,6.21
E000908,2025-07-29,,CREW-02,,Install,PTO,2.67
E000909,2025-07-29,,CREW-03,J113,Maintenance,FERT,7.51
E000910,2025-07-29,,CREW-03,J373,Install,INSTALL,4.66
E000911,2025-07-29,,CREW-03,,Install,DRIVE,1.24
E000912,2025-07-29,,CREW-04,J335,Install,INSTALL,4.98
E000913,2025-07-29,,CREW-04,,Install,TRAINING,2.75
E000914,2025-07-30,,CREW-01,J303,Maintenance,TRIM,4.83
E000915,2025-07-30,,CREW-01,J233,Enhancement,PRUNE,6.68
E000916,2025-07-30,,CREW-01,,Enhancement,PTO,1.99
E000917,2025-07-30,,CREW-02,J179,Install,PLANT,4.98
E000918,2025-07-30,,CREW-02,J332,Enhancement,SEASONAL-COLOR,4.68
E000919,2025-07-30,,CREW-03,J101,Maintenance,BLOW,7.66
E000920,2025-07-30,,CREW-03,J304,Install,GRADE,7.89
E000921,2025-07-30,,CREW-03,J266,Enhancement,SEASONAL-COLOR,7.4
E000922,2025-07-30,,CREW-03,,Enhancement,PTO,1.98
E000923,2025-07-30,,CREW-04,J269,Maintenance,FERT,7.4
E000924,2025-07-30,,CREW-04,J242,Install,INSTALL,7.26
E000925,2025-07-30,,CREW-04,,Enhancement,DRIVE,0.71
E000926,2025-07-31,,CREW-01,J118,Maintenance,FERT,4.57
E000927,2025-07-31,,CREW-01,J271,Install,INSTALL,7.98
E000928,2025-07-31,,CREW-01,,Enhancement,SHOP,2.8
E000929,2025-07-31,,CREW-02,J105,Maintenance,MOW,6.7
E000930,2025-07-31,,CREW-02,J236,Install,INSTALL,7.05
E000931,2025-07-31,,CREW-02,J314,Enhancement,SEASONAL-COLOR,6.53
E000932,2025-07-31,,CREW-02,,Maintenance,SHOP,2.53
E000933,2025-07-31,,CREW-03,J276,Maintenance,MOW,7.53
E000934,2025-07-31,,CREW-03,J153,Install,INSTALL,8.0
E000935,2025-07-31,,CREW-03,,Maintenance,SHOP,1.2
E000936,2025-07-31,,CREW-04,J302,Maintenance,FERT,5.83
E000937,2025-07-31,,CREW-04,,Enhancement,TRAINING,2.86
E000938,2025-08-01,,CREW-01,J129,Maintenance,FERT,4.24
E000939,2025-08-01,,CREW-01,J256,Install,GRADE,4.47
E000940,2025-08-01,,CREW-02,J221,Maintenance,BLOW,6.8
E000941,2025-08-01,,CREW-02,J396,Install,GRADE,7.21
E000942,2025-08-01,,CREW-02,J333,Enhancement,SEASONAL-COLOR,8.12
E000943,2025-08-01,,CREW-02,,Install,DRIVE,1.85
E000944,2025-08-01,,CREW-03,J192,Maintenance,TRIM,7.31
E000945,2025-08-01,,CREW-03,J188,Install,INSTALL,5.89
E000946,2025-08-01,,CREW-03,J356,Enhancement,MULCH,5.84
E000947,2025-08-01,,CREW-03,,Install,PTO,2.4
E000948,2025-08-01,,CREW-04,J280,Maintenance,MOW,4.01
E000949,2025-08-01,,CREW-04,J255,Install,PLANT,5.31
E000950,2025-08-01,,CREW-04,J376,Enhancement,PRUNE,7.62
E000951,2025-08-01,,CREW-04,,Maintenance,DRIVE,2.86
E000952,2025-08-04,,CREW-01,J174,Maintenance,BLOW,7.49
E000953,2025-08-04,,CREW-01,J313,Enhancement,MULCH,8.46
E000954,2025-08-04,,CREW-01,,Enhancement,SHOP,1.6
E000955,2025-08-04,,CREW-02,J263,Maintenance,FERT,8.01
E000956,2025-08-04,,CREW-02,J312,Install,GRADE,8.95
E000957,2025-08-04,,CREW-03,J384,Maintenance,FERT,8.77
E000958,2025-08-04,,CREW-03,,Maintenance,TRAINING,2.52
E000959,2025-08-04,,CREW-04,J362,Maintenance,MOW,8.9
E000960,2025-08-04,,CREW-04,J154,Install,HARDSCAPE,4.77
E000961,2025-08-04,,CREW-04,J222,Enhancement,PRUNE,6.61
E000962,2025-08-05,,CREW-01,J256,Maintenance,TRIM,8.82
E000963,2025-08-05,,CREW-01,J181,Install,GRADE,8.7
E000964,2025-08-05,,CREW-01,J227,Enhancement,PRUNE,8.35
E000965,2025-08-05,,CREW-01,,Maintenance,SHOP,2.07
E000966,2025-08-05,,CREW-02,J294,Maintenance,TRIM,4.13
E000967,2025-08-05,,CREW-02,,Maintenance,PTO,0.69
E000968,2025-08-05,,CREW-03,J180,Maintenance,BLOW,6.07
E000969,2025-08-05,,CREW-03,J380,Install,HARDSCAPE,5.96
E000970,2025-08-05,,CREW-03,,Enhancement,TRAINING,1.08
E000971,2025-08-05,,CREW-04,J385,Maintenance,TRIM,4.11
E000972,2025-08-05,,CREW-04,J358,Enhancement,MULCH,7.71
E000973,2025-08-05,,CREW-04,,Maintenance,TRAINING,1.09
E000974,2025-08-06,,CREW-01,J162,Maintenance,FERT,8.57
E000975,2025-08-06,,CREW-01,,Install,PTO,0.88
E000976,2025-08-06,,CREW-02,J185,Install,GRADE,8.31
E000977,2025-08-06,,CREW-02,J132,Enhancement,SEASONAL-COLOR,4.82
E000978,2025-08-06,,CREW-02,,Install,TRAINING,2.33
E000979,2025-08-06,,CREW-03,J352,Maintenance,TRIM,8.87
E000980,2025-08-06,,CREW-03,J341,Install,GRADE,4.18
E000981,2025-08-06,,CREW-03,J190,Enhancement,PRUNE,6.34
E000982,2025-08-06,,CREW-03,,Install,PTO,1.52
E000983,2025-08-06,,CREW-04,J131,Maintenance,MOW,7.51
E000984,2025-08-06,,CREW-04,J285,Install,GRADE,4.91
E000985,2025-08-06,,CREW-04,,Install,SHOP,0.88
E000986,2025-08-07,,CREW-01,J218,Install,GRADE,7.0
E000987,2025-08-07,,CREW-01,J359,Enhancement,PRUNE,8.46
E000988,2025-08-07,,CREW-01,,Install,TRAINING,1.38
E000989,2025-08-07,,CREW-02,J257,Maintenance,TRIM,5.51
E000990,2025-08-07,,CREW-02,J264,Install,GRADE,7.13
E000991,2025-08-07,,CREW-02,J394,Enhancement,SEASONAL-COLOR,5.96
E000992,2025-08-07,,CREW-02,,Maintenance,DRIVE,1.51
E000993,2025-08-07,,CREW-03,J347,Maintenance,MOW,5.03
E000994,2025-08-07,,CREW-03,J181,Enhancement,PRUNE,4.38
E000995,2025-08-07,,CREW-03,,Enhancement,PTO,0.55
E000996,2025-08-07,,CREW-04,J170,Install,INSTALL,8.3
E000997,2025-08-07,,CREW-04,,Maintenance,DRIVE,2.75
E000998,2025-08-08,,CREW-01,J306,Maintenance,TRIM,6.56
E000999,2025-08-08,,CREW-02,,Enhancement,SHOP,2.24
E001000,2025-08-08,,CREW-03,J247,Maintenance,FERT,5.03
E001001,2025-08-08,,CREW-03,J366,Enhancement,MULCH,7.43
E001002,2025-08-08,,CREW-03,,Maintenance,PTO,0.85
E001003,2025-08-08,,CREW-04,J322,Install,HARDSCAPE,7.67
E001004,2025-08-11,,CREW-01,J194,Maintenance,BLOW,4.48
E001005,2025-08-11,,CREW-01,J324,Install,INSTALL,5.77
E001006,2025-08-11,,CREW-01,J159,Enhancement,MULCH,8.92
E001007,2025-08-11,,CREW-01,,Install,DRIVE,1.73
E001008,2025-08-11,,CREW-02,J182,Maintenance,FERT,8.13
E001009,2025-08-11,,CREW-02,,Maintenance,PTO,2.4
E001010,2025-08-11,,CREW-03,J222,Maintenance,MOW,6.45
E001011,2025-08-11,,CREW-03,J225,Install,HARDSCAPE,7.0
E001012,2025-08-11,,CREW-04,J395,Maintenance,TRIM,8.05
E001013,2025-08-11,,CREW-04,J141,Install,INSTALL,8.99
E001014,2025-08-11,,CREW-04,J179,Enhancement,PRUNE,6.51
E001015,2025-08-11,,CREW-04,,Install,DRIVE,1.06
E001016,2025-08-12,,CREW-01,J108,Maintenance,TRIM,6.73
E001017,2025-08-12,,CREW-01,J364,Install,INSTALL,7.14
E001018,2025-08-12,,CREW-01,,Maintenance,DRIVE,1.08
E001019,2025-08-12,,CREW-02,J343,Maintenance,BLOW,7.29
E001020,2025-08-12,,CREW-02,J229,Install,PLANT,6.83
E001021,2025-08-12,,CREW-02,,Maintenance,PTO,0.82
E001022,2025-08-12,,CREW-03,J366,Maintenance,FERT,6.43
E001023,2025-08-12,,CREW-03,J157,Install,INSTALL,4.21
E001024,2025-08-12,,CREW-04,J159,Maintenance,MOW,6.81
E001025,2025-08-12,,CREW-04,J106,Install,INSTALL,4.2
E001026,2025-08-12,,CREW-04,J205,Enhancement,SEASONAL-COLOR,4.67
E001027,2025-08-12,,CREW-04,,Enhancement,SHOP,2.52
E001028,2025-08-13,,CREW-01,J224,Maintenance,TRIM,5.2
E001029,2025-08-13,,CREW-01,J312,Enhancement,PRUNE,8.01
E001030,2025-08-13,,CREW-01,,Maintenance,DRIVE,2.28
E001031,2025-08-13,,CREW-02,J168,Install,PLANT,8.57
E001032,2025-08-13,,CREW-02,J110,Enhancement,PRUNE,7.02
E001033,2025-08-13,,CREW-02,,Maintenance,PTO,1.17
E001034,2025-08-13,,CREW-03,J347,Maintenance,BLOW,8.37
E001035,2025-08-13,,CREW-03,J177,Install,GRADE,4.11
E001036,2025-08-13,,CREW-03,J285,Enhancement,PRUNE,4.52
E001037,2025-08-13,,CREW-03,,Maintenance,SHOP,2.71
E001038,2025-08-13,,CREW-04,J191,Maintenance,MOW,7.12
E001039,2025-08-13,,CREW-04,J118,Install,INSTALL,4.73
E001040,2025-08-13,,CREW-04,,Maintenance,PTO,2.88
E001041,2025-08-14,,CREW-01,J133,Maintenance,MOW,7.22
E001042,2025-08-14,,CREW-01,J136,Install,GRADE,5.27
E001043,2025-08-14,,CREW-01,J228,Enhancement,PRUNE,5.44
E001044,2025-08-14,,CREW-01,,Install,PTO,2.91
E001045,2025-08-14,,CREW-02,J146,Install,PLANT,4.03
E001046,2025-08-14,,CREW-02,J389,Enhancement,PRUNE,6.65
E001047,2025-08-14,,CREW-02,,Install,DRIVE,2.33
E001048,2025-08-14,,CREW-03,J293,Maintenance,TRIM,6.01
E001049,2025-08-14,,CREW-03,J218,Install,PLANT,4.51
E001050,2025-08-14,,CREW-03,J249,Enhancement,PRUNE,7.66
E001051,2025-08-14,,CREW-04,J105,Maintenance,MOW,4.47
E001052,2025-08-14,,CREW-04,J228,Install,INSTALL,7.32
E001053,2025-08-14,,CREW-04,J346,Enhancement,PRUNE,8.03
E001054,2025-08-15,,CREW-01,J306,Maintenance,FERT,4.21
E001055,2025-08-15,,CREW-01,J185,Install,INSTALL,7.79
E001056,2025-08-15,,CREW-01,,Enhancement,DRIVE,2.22
E001057,2025-08-15,,CREW-02,J392,Maintenance,MOW,6.93
E001058,2025-08-15,,CREW-02,J324,Install,GRADE,8.16
E001059,2025-08-15,,CREW-02,J287,Enhancement,PRUNE,6.76
E001060,2025-08-15,,CREW-02,,Enhancement,TRAINING,1.34
E001061,2025-08-15,,CREW-03,J339,Install,PLANT,4.04
E001062,2025-08-15,,CREW-03,,Enhancement,TRAINING,2.25
E001063,2025-08-15,,CREW-04,J156,Maintenance,FERT,4.41
E001064,2025-08-15,,CREW-04,,Install,SHOP,0.52
E001065,2025-08-18,,CREW-01,J185,Maintenance,TRIM,4.46
E001066,2025-08-18,,CREW-01,J151,Install,GRADE,7.99
E001067,2025-08-18,,CREW-01,,Maintenance,PTO,2.32
E001068,2025-08-18,,CREW-02,J326,Maintenance,MOW,7.18
E001069,2025-08-18,,CREW-02,,Maintenance,SHOP,2.89
E001070,2025-08-18,,CREW-03,J370,Maintenance,MOW,5.01
E001071,2025-08-18,,CREW-03,J354,Install,PLANT,8.7
E001072,2025-08-18,,CREW-03,,Maintenance,PTO,2.96
E001073,2025-08-18,,CREW-04,J353,Maintenance,MOW,7.81
E001074,2025-08-18,,CREW-04,,Install,SHOP,2.43
E001075,2025-08-19,,CREW-01,J150,Maintenance,TRIM,8.38
E001076,2025-08-19,,CREW-01,,Maintenance,DRIVE,2.14
E001077,2025-08-19,,CREW-02,J287,Maintenance,TRIM,8.89
E001078,2025-08-19,,CREW-02,J304,Install,INSTALL,6.01
E001079,2025-08-19,,CREW-02,,Maintenance,PTO,1.79
E001080,2025-08-19,,CREW-03,J187,Maintenance,FERT,4.9
E001081,2025-08-19,,CREW-03,J228,Install,INSTALL,5.15
E001082,2025-08-19,,CREW-04,J172,Maintenance,TRIM,7.02
E001083,2025-08-19,,CREW-04,J157,Install,GRADE,5.32
E001084,2025-08-19,,CREW-04,J102,Enhancement,SEASONAL-COLOR,7.09
E001085,2025-08-19,,CREW-04,,Install,TRAINING,1.21
E001086,2025-08-20,,CREW-01,J313,Maintenance,TRIM,8.94
E001087,2025-08-20,,CREW-01,J232,Enhancement,PRUNE,7.3
E001088,2025-08-20,,CREW-01,,Install,PTO,2.95
E001089,2025-08-20,,CREW-02,J132,Maintenance,FERT,7.94
E001090,2025-08-20,,CREW-02,J211,Install,INSTALL,5.56
E001091,2025-08-20,,CREW-02,,Enhancement,SHOP,2.87
E001092,2025-08-20,,CREW-03,J137,Maintenance,BLOW,5.78
E001093,2025-08-20,,CREW-03,,Enhancement,DRIVE,1.15
E001094,2025-08-20,,CREW-04,J159,Maintenance,TRIM,4.14
E001095,2025-08-20,,CREW-04,J154,Install,HARDSCAPE,4.07
E001096,2025-08-20,,CREW-04,J395,Enhancement,MULCH,4.26
E001097,2025-08-20,,CREW-04,,Install,PTO,2.63
E001098,2025-08-21,,CREW-01,J100,Maintenance,MOW,7.1
E001099,2025-08-21,,CREW-02,J251,Maintenance,TRIM,4.29
E001100,2025-08-21,,CREW-02,J288,Install,INSTALL,5.64
E001101,2025-08-21,,CREW-02,,Maintenance,TRAINING,0.79
E001102,2025-08-21,,CREW-03,J196,Maintenance,BLOW,8.14
E001103,2025-08-21,,CREW-03,J258,Install,INSTALL,6.51
E001104,2025-08-21,,CREW-03,J137,Enhancement,MULCH,6.36
E001105,2025-08-21,,CREW-03,,Enhancement,PTO,0.98
E001106,2025-08-21,,CREW-04,J278,Maintenance,MOW,5.85
E001107,2025-08-21,,CREW-04,J306,Install,GRADE,5.19
E001108,2025-08-22,,CREW-01,J193,Maintenance,FERT,7.81
E001109,2025-08-22,,CREW-01,J351,Install,PLANT,8.06
E001110,2025-08-22,,CREW-01,J119,Enhancement,MULCH,4.65
E001111,2025-08-22,,CREW-01,,Enhancement,PTO,2.38
E001112,2025-08-22,,CREW-02,J262,Maintenance,MOW,4.99
E001113,2025-08-22,,CREW-02,J240,Enhancement,PRUNE,6.08
E001114,2025-08-22,,CREW-02,,Enhancement,SHOP,0.68
E001115,2025-08-22,,CREW-03,J364,Maintenance,BLOW,8.55
E001116,2025-08-22,,CREW-03,,Enhancement,TRAINING,2.84
E001117,2025-08-22,,CREW-04,J293,Maintenance,BLOW,5.18
E001118,2025-08-22,,CREW-04,J389,Enhancement,PRUNE,5.23
E001119,2025-08-22,,CREW-04,,Install,TRAINING,2.64
E001120,2025-08-25,,CREW-01,J351,Maintenance,FERT,6.88
E001121,2025-08-25,,CREW-01,J258,Install,PLANT,7.3
E001122,2025-08-25,,CREW-01,J325,Enhancement,PRUNE,7.82
E001123,2025-08-25,,CREW-01,,Enhancement,DRIVE,1.47
E001124,2025-08-25,,CREW-02,J373,Maintenance,FERT,7.99
E001125,2025-08-25,,CREW-02,J362,Install,GRADE,8.31
E001126,2025-08-25,,CREW-02,J153,Enhancement,MULCH,8.2
E001127,2025-08-25,,CREW-03,J301,Maintenance,FERT,7.1
E001128,2025-08-25,,CREW-03,J338,Enhancement,MULCH,6.43
E001129,2025-08-25,,CREW-03,,Install,PTO,0.63
E001130,2025-08-25,,CREW-04,J299,Maintenance,FERT,8.27
E001131,2025-08-25,,CREW-04,J121,Install,INSTALL,5.23
E001132,2025-08-25,,CREW-04,J394,Enhancement,PRUNE,4.56
E001133,2025-08-25,,CREW-04,,Maintenance,DRIVE,0.82
E001134,2025-08-26,,CREW-01,J337,Maintenance,BLOW,8.6
E001135,2025-08-26,,CREW-01,J196,Install,PLANT,4.26
E001136,2025-08-26,,CREW-01,J371,Enhancement,MULCH,5.97
E001137,2025-08-26,,CREW-01,,Install,TRAINING,2.67
E001138,2025-08-26,,CREW-02,J299,Maintenance,FERT,7.91
E001139,2025-08-26,,CREW-02,,Maintenance,DRIVE,2.17
E001140,2025-08-26,,CREW-03,J353,Maintenance,BLOW,5.06
E001141,2025-08-26,,CREW-03,J127,Install,PLANT,8.19
E001142,2025-08-26,,CREW-03,J182,Enhancement,MULCH,7.87
E001143,2025-08-26,,CREW-03,,Install,PTO,2.76
E001144,2025-08-26,,CREW-04,J345,Maintenance,MOW,7.68
E001145,2025-08-26,,CREW-04,J355,Install,HARDSCAPE,6.71
E001146,2025-08-26,,CREW-04,,Enhancement,PTO,2.27
E001147,2025-08-27,,CREW-01,J306,Maintenance,MOW,5.08
E001148,2025-08-27,,CREW-01,J266,Enhancement,MULCH,8.9
E001149,2025-08-27,,CREW-01,,Install,SHOP,2.66
E001150,2025-08-27,,CREW-02,J382,Maintenance,TRIM,6.01
E001151,2025-08-27,,CREW-02,J239,Install,PLANT,4.74
E001152,2025-08-27,,CREW-02,J196,Enhancement,MULCH,8.09
E001153,2025-08-27,,CREW-02,,Maintenance,PTO,0.55
E001154,2025-08-27,,CREW-03,J278,Maintenance,MOW,7.77
E001155,2025-08-27,,CREW-03,J154,Install,PLANT,6.87
E001156,2025-08-27,,CREW-03,J273,Enhancement,PRUNE,7.89
E001157,2025-08-27,,CREW-03,,Maintenance,SHOP,0.71
E001158,2025-08-27,,CREW-04,J203,Maintenance,FERT,7.72
E001159,2025-08-27,,CREW-04,J328,Enhancement,SEASONAL-COLOR,8.93
E001160,2025-08-27,,CREW-04,,Enhancement,DRIVE,2.34
E001161,2025-08-28,,CREW-01,J250,Maintenance,TRIM,6.62
E001162,2025-08-28,,CREW-01,J220,Install,INSTALL,6.04
E001163,2025-08-28,,CREW-01,J191,Enhancement,PRUNE,5.67
E001164,2025-08-28,,CREW-01,,Enhancement,TRAINING,2.11
E001165,2025-08-28,,CREW-02,J144,Maintenance,FERT,4.45
E001166,2025-08-28,,CREW-02,J110,Install,HARDSCAPE,8.0
E001167,2025-08-28,,CREW-02,J233,Enhancement,SEASONAL-COLOR,8.68
E001168,2025-08-28,,CREW-02,,Install,TRAINING,1.87
E001169,2025-08-28,,CREW-03,J156,Install,HARDSCAPE,4.51
E001170,2025-08-28,,CREW-03,,Install,DRIVE,2.28
E001171,2025-08-28,,CREW-04,J307,Maintenance,BLOW,8.46
E001172,2025-08-28,,CREW-04,J121,Enhancement,PRUNE,4.12
E001173,2025-08-28,,CREW-04,,Enhancement,DRIVE,2.94
E001174,2025-08-29,,CREW-01,J116,Maintenance,BLOW,7.1
E001175,2025-08-29,,CREW-01,J351,Install,HARDSCAPE,6.74
E001176,2025-08-29,,CREW-01,,Maintenance,DRIVE,1.77
E001177,2025-08-29,,CREW-02,J305,Maintenance,TRIM,8.36
E001178,2025-08-29,,CREW-02,J151,Install,HARDSCAPE,4.81
E001179,2025-08-29,,CREW-02,,Enhancement,DRIVE,2.29
E001180,2025-08-29,,CREW-03,J308,Maintenance,FERT,6.48
E001181,2025-08-29,,CREW-03,J109,Install,HARDSCAPE,7.85
E001182,2025-08-29,,CREW-03,,Maintenance,SHOP,1.11
E001183,2025-08-29,,CREW-04,J120,Maintenance,MOW,4.42
E001184,2025-08-29,,CREW-04,J261,Install,GRADE,5.28
E001185,2025-08-29,,CREW-04,,Install,DRIVE,1.09
E001186,2025-09-01,,CREW-01,J136,Maintenance,TRIM,6.87
E001187,2025-09-01,,CREW-01,J256,Enhancement,SEASONAL-COLOR,7.88
E001188,2025-09-01,,CREW-02,J224,Maintenance,TRIM,5.06
E001189,2025-09-01,,CREW-02,J128,Install,INSTALL,8.82
E001190,2025-09-01,,CREW-02,J394,Enhancement,MULCH,7.85
E001191,2025-09-01,,CREW-03,J167,Maintenance,BLOW,8.46
E001192,2025-09-01,,CREW-03,J182,Install,INSTALL,7.4
E001193,2025-09-01,,CREW-03,,Enhancement,TRAINING,1.18
